PPDA_H_Int1,PPDA_H_Int2,PPDA_H_Int3,PPDA_H_Int4,PPDA_H_Int5,PPDA_H_Int6,PPDA_A_Int1,PPDA_A_Int2,PPDA_A_Int3,PPDA_A_Int4,PPDA_A_Int5,PPDA_A_Int6,home team,away team,Relative quality,xG_H_Int1,xG_H_Int2,xG_H_Int3,xG_H_Int4,xG_H_Int5,xG_H_Int6,xG_A_Int1,xG_A_Int2,xG_A_Int3,xG_A_Int4,xG_A_Int5,xG_A_Int6,PPDA_H_1stHalf,PPDA_H_2ndHalf,PPDA_A_1stHalf,PPDA_A_2ndHalf,xG_H_1stHalf,xG_H_2ndHalf,xG_A_1stHalf,xG_A_2ndHalf,xG_H_Total,xG_A_Total,PPDA_H_Total,PPDA_A_Total,MatchSuspicionType,xG_Diff_Total,xG_Diff_1stHalf,xG_Diff_2ndHalf,PPDA_H_Change,PPDA_A_Change,HomePressingDrop,AwayPressingDrop,xG_H_Change,xG_A_Change,HomeAttackingDrop,AwayAttackingDrop,xG_H_Early,xG_A_Early,xG_H_Late,xG_A_Late,xG_H_Mid,xG_A_Mid,PPDA_H_Early,PPDA_A_Early,PPDA_H_Mid,PPDA_A_Mid,PPDA_H_Late,PPDA_A_Late,xG_H_to_PPDA,xG_A_to_PPDA,xG_H_TotalChange,xG_A_TotalChange,PPDA_H_TotalChange,PPDA_A_TotalChange
14.0,13.67,8.44,10.5,7.0,7.57,2.4,2.4,44.0,7.33,8.67,6.38,unidentified,unidentified,away team stronger,0.02,0.0,0.11,0.02,0.13,0.1,0.0,0.1,0.0,0.28,0.2,0.98,12.04,8.36,16.27,7.46,0.13,0.25,0.1,1.46,0.38,1.56,10.2,11.86,unidentified,-1.18,0.03,-1.21,-3.68,-8.81,0,0,0.12,1.36,0,0,0.04,0.28,0.21,0.98,0.13,0.3,12.25,4.86,10.34,5.54,8.0,25.19,0.04,0.13,0.36,1.34,11.69,81.9
9.0,17.5,4.0,3.8,9.33,4.17,12.33,13.0,6.57,10.17,8.17,20.5,unidentified,unidentified,away team stronger,0.18,0.0,0.0,0.6,0.47,0.72,0.02,0.2,1.76,0.0,0.04,0.34,10.17,5.77,10.63,12.95,0.18,1.79,1.98,0.38,1.97,2.36,7.97,11.79,unidentified,-0.39,-1.8,1.41,-4.4,2.32,0,1,1.61,-1.6,0,1,0.78,0.02,0.72,2.1,0.47,0.24,6.4,11.25,13.42,10.58,4.08,13.54,0.25,0.2,1.16,3.84,32.89,25.03
6.8,4.57,5.89,3.57,7.2,4.2,18.0,11.5,15.4,8.5,9.67,6.75,unidentified,unidentified,equal strength teams,0.0,0.0,0.46,0.07,0.37,0.12,0.03,0.01,0.08,0.24,0.07,0.12,5.75,4.99,14.97,8.31,0.46,0.56,0.12,0.43,1.02,0.55,5.37,11.64,unidentified,0.47,0.34,0.13,-0.76,-6.66,0,0,0.1,0.31,0,0,0.07,0.27,0.58,0.2,0.37,0.08,5.18,13.25,5.88,10.58,5.04,11.08,0.19,0.05,1.4,0.47,12.5,21.39
7.0,4.13,7.0,11.0,3.57,4.0,10.2,6.13,8.11,5.43,7.0,12.25,unidentified,unidentified,away team stronger,0.01,0.0,0.0,0.29,0.59,0.48,0.0,0.11,0.08,0.36,0.12,0.11,6.04,6.19,8.15,8.23,0.01,1.36,0.19,0.59,1.37,0.78,6.12,8.19,unidentified,0.59,-0.18,0.77,0.15,0.08,1,1,1.35,0.4,0,0,0.3,0.36,0.48,0.19,0.59,0.23,9.0,7.82,3.85,6.56,5.5,10.18,0.22,0.1,0.71,0.67,17.6,15.55
2.5,5.33,6.75,12.67,3.83,3.0,16.67,6.0,3.67,5.86,6.5,6.14,not suspicious,not suspicious,equal strength teams,0.09,0.0,0.09,0.05,0.0,0.0,0.19,0.08,0.53,0.05,0.86,0.52,4.86,6.5,8.78,6.17,0.18,0.05,0.8,1.43,0.23,2.23,5.68,7.47,both not suspicious,-2.0,-0.62,-1.38,1.64,-2.61,1,0,-0.13,0.63,1,0,0.14,0.24,0.09,1.05,0.0,0.94,7.58,11.26,4.58,6.25,4.88,4.9,0.04,0.3,0.27,2.19,19.84,16.19
23.33,7.14,8.75,6.29,6.83,7.88,5.2,4.71,5.83,38.0,4.38,6.6,unidentified,unidentified,home team stronger,0.02,0.05,0.33,0.11,0.26,0.55,0.04,0.17,0.0,0.07,0.22,0.05,13.07,7.0,5.25,16.33,0.4,0.92,0.21,0.34,1.32,0.55,10.04,10.79,unidentified,0.77,0.19,0.58,-6.07,11.08,0,1,0.52,0.13,0,0,0.13,0.11,0.88,0.05,0.31,0.39,14.81,21.6,6.98,4.54,8.32,6.22,0.13,0.05,0.97,0.69,21.85,69.62
17.33,9.0,8.5,7.0,8.6,8.29,6.2,7.25,4.63,3.33,3.88,3.29,unidentified,unidentified,away team stronger,0.0,0.19,0.01,0.04,0.23,0.06,0.21,0.21,0.16,0.09,0.0,0.61,11.61,7.96,6.03,3.5,0.2,0.33,0.58,0.7,0.53,1.28,9.79,4.76,unidentified,-0.75,-0.38,-0.37,-3.65,-2.53,0,0,0.13,0.12,0,0,0.04,0.3,0.07,0.77,0.42,0.21,12.16,4.77,8.8,5.56,8.4,3.96,0.05,0.27,0.76,0.82,12.24,6.11
7.75,10.0,15.8,3.67,7.8,7.63,7.5,7.0,6.0,3.13,3.67,2.13,unidentified,unidentified,equal strength teams,0.0,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.24,0.0,0.42,11.18,6.37,6.83,2.98,0.13,0.0,0.02,0.66,0.13,0.68,8.78,4.9,unidentified,-0.55,0.11,-0.66,-4.81,-3.85,0,0,-0.13,0.64,1,0,0.0,0.24,0.04,0.44,0.09,0.0,5.71,5.32,8.9,5.34,11.72,4.06,0.01,0.14,0.18,0.9,24.48,6.45
7.5,3.4,4.67,9.0,4.8,3.57,26.0,5.86,2.85,9.25,13.0,4.77,unidentified,unidentified,home team stronger,0.0,0.01,0.0,0.0,0.08,0.01,0.0,0.03,0.34,0.39,0.0,0.0,5.19,5.79,11.57,9.01,0.01,0.09,0.37,0.39,0.1,0.76,5.49,10.29,unidentified,-0.66,-0.36,-0.3,0.6,-2.56,1,0,0.08,0.02,0,0,0.0,0.39,0.01,0.34,0.09,0.03,8.25,17.62,4.1,9.43,4.12,3.81,0.02,0.07,0.17,0.78,15.13,41.53
7.38,5.9,9.0,5.71,9.14,6.4,12.0,10.75,12.5,14.0,12.0,5.2,unidentified,unidentified,away team stronger,0.08,0.14,0.32,0.12,0.0,0.16,0.0,0.19,0.07,0.0,0.03,0.18,7.43,7.08,11.75,10.4,0.54,0.28,0.26,0.21,0.82,0.47,7.26,11.08,unidentified,0.35,0.28,0.07,-0.35,-1.35,0,0,-0.26,-0.05,1,1,0.2,0.0,0.48,0.25,0.14,0.22,6.54,13.0,7.52,11.38,7.7,8.85,0.11,0.04,0.72,0.56,14.04,13.3
6.0,5.33,4.25,8.71,4.0,3.11,11.17,12.5,9.86,10.0,13.0,9.33,unidentified,unidentified,home team stronger,0.0,0.04,0.24,0.04,0.16,0.53,0.0,0.04,0.0,0.11,0.0,0.04,5.19,5.27,11.18,10.78,0.28,0.73,0.04,0.15,1.01,0.19,5.23,10.98,unidentified,0.82,0.24,0.58,0.08,-0.4,1,0,0.45,0.11,0,0,0.04,0.11,0.77,0.04,0.2,0.04,7.36,10.58,4.66,12.75,3.68,9.59,0.19,0.02,0.93,0.34,11.81,10.78
5.73,16.0,8.78,8.67,3.67,7.0,5.75,5.56,8.0,4.17,2.25,5.0,unidentified,unidentified,away team stronger,0.1,0.0,0.21,0.0,0.25,0.0,0.09,0.1,0.06,0.09,0.15,0.87,10.17,6.45,6.44,3.81,0.31,0.25,0.25,1.11,0.56,1.36,8.31,5.12,unidentified,-0.8,0.06,-0.86,-3.72,-2.63,0,0,-0.06,0.86,1,0,0.1,0.18,0.21,0.93,0.25,0.25,7.2,4.96,9.84,3.9,7.89,6.5,0.07,0.27,1.02,0.86,25.93,11.13
5.25,6.56,4.82,8.0,8.0,5.86,8.86,5.3,4.0,3.29,22.5,4.7,unidentified,unidentified,equal strength teams,0.13,0.11,0.05,0.0,0.39,0.39,0.08,0.03,0.03,0.82,0.07,0.07,5.54,7.29,6.05,10.16,0.29,0.78,0.14,0.96,1.07,1.1,6.41,8.11,unidentified,-0.03,0.15,-0.18,1.75,4.11,1,1,0.49,0.82,0,0,0.13,0.9,0.44,0.1,0.5,0.1,6.62,6.07,7.28,13.9,5.34,4.35,0.17,0.14,0.52,1.59,8.37,42.58
4.0,4.6,10.5,3.0,4.4,7.5,13.67,5.5,3.78,6.44,11.29,13.4,unidentified,unidentified,home team stronger,0.08,0.17,0.13,0.13,0.41,0.14,0.0,0.04,0.07,0.03,0.11,0.66,6.37,4.97,7.65,10.38,0.38,0.68,0.11,0.8,1.06,0.91,5.67,9.01,unidentified,0.15,0.27,-0.12,-1.4,2.73,0,1,0.3,0.69,0,0,0.21,0.03,0.27,0.73,0.58,0.15,3.5,10.06,4.5,8.4,9.0,8.59,0.19,0.1,0.68,0.74,18.5,19.51
21.0,5.0,18.0,4.33,11.4,12.8,1.7,5.8,2.6,4.4,4.2,3.29,unidentified,unidentified,away team stronger,0.63,0.0,0.0,0.0,0.0,0.11,0.06,0.03,0.09,0.0,0.1,0.0,14.67,9.51,3.37,3.96,0.63,0.11,0.18,0.1,0.74,0.28,12.09,3.66,unidentified,0.46,0.45,0.01,-5.16,0.59,0,1,-0.52,-0.08,1,1,0.63,0.06,0.11,0.09,0.0,0.13,12.66,3.05,8.2,5.0,15.4,2.94,0.06,0.08,0.74,0.38,51.14,10.21
11.8,6.6,30.0,18.0,55.0,9.0,22.67,30.5,14.0,5.2,12.67,9.4,unidentified,unidentified,away team stronger,0.0,0.04,0.31,0.0,0.06,0.68,0.0,0.04,0.0,0.91,0.01,0.0,16.13,27.33,22.39,9.09,0.35,0.74,0.04,0.92,1.09,0.96,21.73,15.74,unidentified,0.13,0.31,-0.18,11.2,-13.3,1,0,0.39,0.88,0,0,0.0,0.91,0.99,0.0,0.1,0.05,14.9,13.94,30.8,21.58,19.5,11.7,0.05,0.06,1.3,1.9,123.6,43.87
7.33,4.0,4.38,15.33,5.78,6.6,14.33,11.4,7.6,10.33,44.0,1.7,unidentified,unidentified,home team stronger,0.05,0.09,0.25,0.19,0.72,0.22,0.0,0.0,0.25,0.0,0.02,0.26,5.24,9.24,11.11,18.68,0.39,1.13,0.25,0.28,1.52,0.53,7.24,14.89,unidentified,0.99,0.14,0.85,4.0,7.57,1,1,0.74,0.03,0,0,0.24,0.0,0.47,0.51,0.81,0.02,11.33,12.33,4.89,27.7,5.49,4.65,0.21,0.04,1.29,0.76,25.03,85.43
14.0,27.0,17.25,29.0,14.0,11.67,11.0,9.0,8.17,3.13,3.86,7.0,unidentified,unidentified,away team stronger,0.16,0.54,0.03,0.28,0.11,0.02,0.0,0.18,0.24,0.0,0.09,1.48,19.42,18.22,9.39,4.66,0.73,0.41,0.42,1.57,1.14,1.99,18.82,7.03,unidentified,-0.85,0.31,-1.16,-1.2,-4.73,0,0,-0.32,1.15,1,0,0.44,0.0,0.05,1.72,0.65,0.27,21.5,7.06,20.5,6.43,14.46,7.58,0.06,0.28,1.4,1.96,51.83,11.74
13.25,8.0,13.0,8.2,12.0,4.0,7.5,4.63,4.17,4.17,4.25,8.33,unidentified,unidentified,away team stronger,0.06,0.92,0.19,0.34,0.11,0.0,0.05,0.04,1.13,1.58,0.99,1.41,11.42,8.07,5.43,5.58,1.17,0.45,1.22,3.98,1.62,5.2,9.74,5.51,unidentified,-3.58,-0.05,-3.53,-3.35,0.15,0,1,-0.72,2.76,1,0,0.4,1.63,0.19,2.54,1.03,1.03,10.72,5.84,10.0,4.44,8.5,6.25,0.17,0.94,2.08,2.56,26.85,7.49
10.67,5.75,10.5,7.25,2.75,4.53,7.9,4.64,9.14,11.2,17.5,6.2,unidentified,unidentified,home team stronger,0.0,0.03,1.65,0.0,0.51,0.48,0.31,0.65,0.32,0.04,0.0,0.89,8.97,4.84,7.23,11.63,1.68,0.99,1.28,0.93,2.67,2.21,6.91,9.43,unidentified,0.46,0.4,0.06,-4.13,4.4,0,1,-0.69,-0.35,1,1,0.0,0.35,2.13,1.21,0.54,0.65,8.96,9.55,4.25,11.07,7.52,7.67,0.39,0.23,3.84,1.88,19.2,27.42
8.88,3.46,6.63,9.5,9.4,19.25,4.3,10.25,2.5,1.78,24.0,5.33,unidentified,unidentified,equal strength teams,0.0,0.22,0.47,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.05,6.32,12.72,5.68,10.37,0.69,0.21,0.0,0.05,0.9,0.05,9.52,8.03,unidentified,0.85,0.69,0.16,6.4,4.69,1,1,-0.48,0.05,1,0,0.0,0.0,0.68,0.05,0.22,0.0,9.19,3.04,6.43,17.12,12.94,3.92,0.09,0.01,1.15,0.05,21.41,55.31
7.4,6.25,3.17,9.5,22.0,16.67,7.0,3.1,4.5,5.0,1.83,3.0,unidentified,unidentified,equal strength teams,0.03,0.01,0.56,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.12,0.46,5.61,16.06,4.87,3.28,0.6,0.12,0.0,0.69,0.72,0.69,10.83,4.07,unidentified,0.03,0.6,-0.57,10.45,-1.59,1,0,-0.48,0.69,1,0,0.03,0.11,0.68,0.46,0.01,0.12,8.45,6.0,14.12,2.46,9.92,3.75,0.07,0.17,1.25,0.46,28.39,10.14
6.88,16.0,4.88,10.67,4.0,6.11,7.43,8.6,8.0,7.6,3.75,8.0,unidentified,unidentified,equal strength teams,0.29,0.15,0.52,0.02,0.05,1.69,0.0,0.0,0.02,0.31,0.07,1.22,9.25,6.93,8.01,6.45,0.96,1.76,0.02,1.6,2.72,1.62,8.09,7.23,unidentified,1.1,0.94,0.16,-2.32,-1.56,0,0,0.8,1.58,0,0,0.31,0.31,2.21,1.24,0.2,0.07,8.78,7.52,10.0,6.18,5.5,8.0,0.34,0.22,2.68,1.7,34.81,10.27
6.17,6.4,11.0,7.43,4.17,9.4,15.75,7.0,10.6,12.25,11.0,10.4,unidentified,unidentified,home team stronger,0.03,0.04,0.07,0.0,0.16,0.13,0.09,0.01,0.0,0.06,0.09,0.89,7.86,7.0,11.12,11.22,0.14,0.29,0.1,1.04,0.43,1.14,7.43,11.17,unidentified,-0.71,0.04,-0.75,-0.86,0.1,0,1,0.15,0.94,0,0,0.03,0.15,0.2,0.89,0.2,0.1,6.8,14.0,5.28,9.0,10.2,10.5,0.06,0.1,0.3,0.98,16.89,15.85
2.63,2.88,4.14,37.0,3.0,3.83,5.57,5.86,13.0,2.92,8.0,8.43,unidentified,unidentified,home team stronger,0.0,0.1,0.01,0.37,0.08,2.33,0.06,0.02,0.0,0.06,0.11,0.0,3.22,14.61,8.14,6.45,0.11,2.78,0.08,0.17,2.89,0.25,8.91,7.3,unidentified,2.64,0.03,2.61,11.39,-1.69,1,0,2.67,0.09,0,0,0.37,0.12,2.34,0.0,0.18,0.13,19.82,4.24,2.94,6.93,3.98,10.72,0.32,0.03,3.09,0.28,69.2,23.02
6.33,4.0,4.63,16.5,25.0,3.63,24.5,11.5,13.2,10.29,29.75,17.86,unidentified,unidentified,away team stronger,0.47,1.01,0.15,0.0,0.39,0.0,0.3,0.96,0.0,0.49,0.0,0.0,4.99,15.04,16.4,19.3,1.63,0.39,1.26,0.49,2.02,1.75,10.02,17.85,unidentified,0.27,0.37,-0.1,10.05,2.9,1,1,-1.24,-0.77,1,1,0.47,0.79,0.15,0.0,1.4,0.96,11.42,17.4,14.5,20.62,4.13,15.53,0.2,0.1,2.33,2.6,44.7,48.96
16.0,3.0,10.5,3.5,8.0,7.4,6.57,8.0,7.43,10.25,5.56,7.14,unidentified,unidentified,home team stronger,0.04,0.31,0.28,0.01,0.26,0.35,0.18,0.03,0.36,0.03,0.07,0.55,9.83,6.3,7.33,7.65,0.63,0.62,0.57,0.65,1.25,1.22,8.07,7.49,unidentified,0.03,0.06,-0.03,-3.53,0.32,0,1,-0.01,0.08,1,0,0.05,0.21,0.63,0.91,0.57,0.1,9.75,8.41,5.5,6.78,8.95,7.28,0.15,0.16,0.91,1.33,32.6,11.09
14.5,10.25,8.33,3.13,4.29,6.8,6.75,29.0,7.75,6.25,5.67,6.0,unidentified,unidentified,away team stronger,0.0,0.21,0.06,0.19,0.02,0.06,0.0,0.04,0.15,0.05,0.39,0.53,11.03,4.74,14.5,5.97,0.27,0.27,0.19,0.97,0.54,1.16,7.88,10.24,unidentified,-0.62,0.08,-0.7,-6.29,-8.53,0,0,0.0,0.78,0,0,0.19,0.05,0.12,0.68,0.23,0.43,8.82,6.5,7.27,17.34,7.56,6.88,0.07,0.11,0.7,0.73,15.04,45.91
12.33,3.86,7.0,5.67,8.4,3.14,11.57,8.83,19.67,42.0,10.67,7.0,unidentified,unidentified,home team stronger,0.12,0.09,0.07,0.08,0.08,0.02,0.2,0.29,0.02,0.05,0.01,0.72,7.73,5.74,13.36,19.89,0.28,0.18,0.51,0.78,0.46,1.29,6.73,16.62,unidentified,-0.83,-0.23,-0.6,-1.99,6.53,0,1,-0.1,0.27,1,0,0.2,0.25,0.09,0.74,0.17,0.3,9.0,26.78,6.13,9.75,5.07,13.34,0.07,0.08,0.12,1.14,20.93,70.91
6.89,14.33,18.33,16.75,10.6,35.0,5.6,2.7,5.71,12.75,6.5,17.0,unidentified,unidentified,away team stronger,0.0,0.0,0.01,0.01,0.12,0.09,0.38,0.9,0.01,0.0,0.0,0.18,13.18,20.78,4.67,12.08,0.01,0.22,1.29,0.18,0.23,1.47,16.98,8.38,unidentified,-1.24,-1.28,0.04,7.6,7.41,1,1,0.21,-1.11,0,1,0.01,0.38,0.1,0.19,0.12,0.9,11.82,9.18,12.46,4.6,26.66,11.36,0.01,0.18,0.15,1.6,43.57,29.7
6.89,11.2,8.63,9.6,11.25,41.0,11.5,7.8,9.8,4.0,7.0,6.25,unidentified,unidentified,away team stronger,0.16,0.0,0.08,0.76,0.0,0.06,0.35,0.01,0.2,0.06,1.19,1.11,8.91,20.62,9.7,5.75,0.24,0.82,0.56,2.36,1.06,2.92,14.76,7.72,unidentified,-1.86,-0.32,-1.54,11.71,-3.95,1,0,0.58,1.8,0,0,0.92,0.41,0.14,1.31,0.0,1.2,8.24,7.75,11.22,7.4,24.82,8.02,0.07,0.38,1.74,1.88,39.25,15.25
6.88,12.2,4.86,13.83,14.14,9.22,19.33,52.0,3.0,20.0,3.6,10.5,unidentified,unidentified,equal strength teams,0.09,0.0,0.6,0.1,0.15,0.07,0.0,0.0,0.0,0.11,0.0,0.29,7.98,12.4,24.78,11.37,0.69,0.32,0.0,0.4,1.01,0.4,10.19,18.07,unidentified,0.61,0.69,-0.08,4.42,-13.41,1,0,-0.37,0.4,1,0,0.19,0.11,0.67,0.29,0.15,0.0,10.36,19.66,13.17,27.8,7.04,6.75,0.1,0.02,1.32,0.51,26.86,121.97
5.71,1.25,5.63,5.5,7.33,5.2,6.5,4.75,5.17,6.4,6.0,2.23,unidentified,unidentified,away team stronger,0.0,0.05,0.16,0.0,0.04,0.0,0.23,0.76,0.0,0.28,0.28,0.17,4.2,6.01,5.47,4.88,0.21,0.04,0.99,0.73,0.25,1.72,5.1,5.18,unidentified,-1.47,-0.78,-0.69,1.81,-0.59,1,0,-0.17,-0.26,1,1,0.0,0.51,0.16,0.17,0.09,1.04,5.6,6.45,4.29,5.38,5.42,3.7,0.05,0.33,0.4,1.68,12.93,7.57
4.75,30.0,15.5,11.0,15.5,22.0,8.29,34.0,3.0,5.38,9.0,11.0,unidentified,unidentified,home team stronger,0.29,0.03,0.1,0.13,0.23,0.71,0.0,0.46,0.04,0.0,0.06,0.14,16.75,16.17,15.1,8.46,0.42,1.07,0.5,0.2,1.49,0.7,16.46,11.78,unidentified,0.79,-0.08,0.87,-0.58,-6.64,0,0,0.65,-0.3,0,1,0.42,0.0,0.81,0.18,0.26,0.52,7.88,6.83,22.75,21.5,18.75,7.0,0.09,0.06,0.94,1.06,55.25,64.71
3.88,5.11,5.2,3.89,6.67,10.5,11.67,18.33,14.67,7.5,3.0,13.33,unidentified,unidentified,away team stronger,0.03,0.16,0.0,0.24,0.0,0.25,0.24,0.0,0.24,0.0,0.06,0.05,4.73,7.02,14.89,7.94,0.19,0.49,0.48,0.11,0.68,0.59,5.88,11.42,unidentified,0.09,-0.29,0.38,2.29,-6.95,1,0,0.3,-0.37,0,1,0.27,0.24,0.25,0.29,0.16,0.06,3.88,9.59,5.89,10.66,7.85,14.0,0.12,0.05,1.02,0.79,9.24,32.32
23.0,22.67,36.0,42.0,12.67,50.0,5.78,3.86,5.44,2.63,4.14,10.67,unidentified,unidentified,home team stronger,0.04,0.14,0.32,0.06,0.89,0.36,0.0,0.01,0.42,0.15,0.08,0.05,27.22,34.89,5.03,5.81,0.5,1.31,0.43,0.28,1.81,0.71,31.06,5.42,unidentified,1.1,0.07,1.03,7.67,0.78,1,1,0.81,-0.15,0,1,0.1,0.15,0.68,0.47,1.03,0.09,32.5,4.2,17.67,4.0,43.0,8.06,0.06,0.13,1.9,0.79,86.32,14.35
5.0,5.71,3.0,5.6,8.57,4.85,11.0,11.8,24.5,31.0,8.33,10.33,unidentified,unidentified,home team stronger,0.15,1.08,0.89,0.71,0.1,0.14,0.18,0.0,0.0,0.0,0.0,0.12,4.57,6.34,15.77,16.55,2.12,0.95,0.18,0.12,3.07,0.3,5.46,16.16,unidentified,2.77,1.94,0.83,1.77,0.78,1,1,-1.17,-0.06,1,1,0.86,0.18,1.03,0.12,1.18,0.0,5.3,21.0,7.14,10.07,3.92,17.42,0.56,0.02,1.95,0.3,12.71,44.67
3.0,3.33,3.83,4.89,13.0,8.0,13.0,17.5,3.8,3.78,3.33,7.0,unidentified,unidentified,home team stronger,0.08,0.06,0.89,0.04,0.33,0.07,0.01,0.0,0.04,0.81,0.07,0.84,3.39,8.63,11.43,4.7,1.03,0.44,0.05,1.72,1.47,1.77,6.01,8.07,unidentified,-0.3,0.98,-1.28,5.24,-6.73,1,0,-0.59,1.67,1,0,0.12,0.82,0.96,0.88,0.39,0.07,3.94,8.39,8.16,10.42,5.92,5.4,0.24,0.22,2.25,2.33,15.0,22.34
18.75,16.75,11.0,6.67,8.0,6.43,1.42,14.33,6.17,3.0,4.0,3.0,unidentified,unidentified,away team stronger,0.0,0.0,0.31,0.0,0.0,0.43,0.45,0.0,0.21,0.05,0.2,0.0,15.5,7.03,7.31,3.33,0.31,0.43,0.66,0.25,0.74,0.91,11.27,5.32,unidentified,-0.17,-0.35,0.18,-8.47,-3.98,0,0,0.12,-0.41,0,1,0.0,0.5,0.74,0.21,0.0,0.2,12.71,2.21,12.38,9.16,8.72,4.58,0.07,0.17,1.05,1.17,14.98,26.24
9.0,14.0,13.0,14.6,8.13,5.71,23.33,8.33,17.5,6.38,48.0,7.25,unidentified,unidentified,equal strength teams,0.0,0.07,0.0,0.93,0.0,0.5,0.0,0.05,1.09,0.0,1.02,0.04,12.0,9.48,16.39,20.54,0.07,1.43,1.14,1.06,1.5,2.2,10.74,18.46,unidentified,-0.7,-1.07,0.37,-2.52,4.15,0,1,1.36,-0.08,0,1,0.93,0.0,0.5,1.13,0.07,1.07,11.8,14.85,11.07,28.16,9.36,12.38,0.14,0.12,2.5,4.18,16.49,117.66
6.83,6.4,5.7,2.64,11.0,3.69,4.13,3.13,3.2,4.8,13.0,4.0,unidentified,unidentified,away team stronger,0.36,0.18,0.13,0.35,0.12,0.03,0.08,0.22,0.09,0.48,1.01,0.61,6.31,5.78,3.49,7.27,0.67,0.5,0.39,2.1,1.17,2.49,6.04,5.38,unidentified,-1.32,0.28,-1.6,-0.53,3.78,0,1,-0.17,1.71,1,0,0.71,0.56,0.16,0.7,0.3,1.23,4.74,4.46,8.7,8.06,4.7,3.6,0.19,0.46,0.77,1.59,19.86,19.87
5.86,6.33,8.75,4.0,7.0,4.2,7.57,5.86,3.58,15.33,5.0,11.0,unidentified,unidentified,equal strength teams,0.58,0.28,0.19,0.4,0.15,0.31,0.01,0.04,0.37,0.02,0.37,0.42,6.98,5.07,5.67,10.44,1.05,0.86,0.42,0.81,1.91,1.23,6.02,8.06,unidentified,0.68,0.63,0.05,-1.91,4.77,0,1,-0.19,0.39,1,0,0.98,0.03,0.5,0.79,0.43,0.41,4.93,11.45,6.66,5.43,6.48,7.29,0.32,0.15,1.01,1.11,13.44,32.07
5.25,2.8,5.38,16.5,14.0,5.0,8.5,15.0,6.0,9.0,3.14,5.6,unidentified,unidentified,equal strength teams,0.02,0.0,0.12,0.82,0.09,0.06,0.04,0.09,0.12,0.0,0.05,0.01,4.48,11.83,9.83,5.91,0.14,0.97,0.25,0.06,1.11,0.31,8.15,7.87,unidentified,0.8,-0.11,0.91,7.35,-3.92,1,0,0.83,-0.19,0,1,0.84,0.04,0.18,0.13,0.09,0.14,10.88,8.75,8.4,9.07,5.19,5.8,0.14,0.04,1.6,0.29,27.65,26.82
2.57,2.25,6.8,6.0,4.33,1.5,5.88,3.2,6.5,4.5,11.25,11.5,unidentified,unidentified,home team stronger,0.3,0.62,0.0,0.0,0.96,1.0,0.0,0.0,0.1,0.04,0.0,0.13,3.87,3.94,5.19,9.08,0.92,1.96,0.1,0.17,2.88,0.27,3.91,7.14,unidentified,2.61,0.82,1.79,0.07,3.89,1,1,1.04,0.07,0,0,0.3,0.04,1.0,0.23,1.58,0.0,4.28,5.19,3.29,7.22,4.15,9.0,0.74,0.04,1.94,0.33,10.17,14.98
4.29,14.5,13.5,3.83,10.0,3.27,4.67,3.8,5.9,5.78,16.5,12.5,unidentified,unidentified,away team stronger,0.0,0.02,0.0,0.12,1.11,0.08,0.31,0.27,0.51,0.15,0.89,0.3,10.76,5.7,4.79,11.59,0.02,1.31,1.09,1.34,1.33,2.43,8.23,8.19,unidentified,-1.1,-1.07,-0.03,-5.06,6.8,0,1,1.29,0.25,0,0,0.12,0.46,0.08,0.81,1.13,1.16,4.06,5.22,12.25,10.15,8.38,9.2,0.16,0.3,2.18,1.97,33.78,17.81
28.0,12.8,5.0,10.2,17.33,7.5,31.0,20.0,10.2,13.5,4.0,3.89,unidentified,unidentified,home team stronger,0.12,0.18,1.01,0.28,0.0,0.48,0.33,0.49,0.0,0.72,0.17,1.03,15.27,11.68,20.4,7.13,1.31,0.76,0.82,1.92,2.07,2.74,13.47,13.76,unidentified,-0.67,0.49,-1.16,-3.59,-13.27,0,0,-0.55,1.1,1,0,0.4,1.05,1.49,1.03,0.18,0.66,19.1,22.25,15.06,12.0,6.25,7.04,0.15,0.2,2.38,2.78,45.16,33.71
10.67,16.5,7.33,7.8,23.0,11.5,5.79,15.4,5.0,6.0,6.2,2.57,unidentified,unidentified,home team stronger,0.52,0.14,0.44,1.22,0.09,0.0,0.02,0.0,0.0,0.0,0.0,2.15,11.5,14.1,8.73,4.92,1.1,1.31,0.02,2.15,2.41,2.17,12.8,6.83,unidentified,0.24,1.08,-0.84,2.6,-3.81,1,0,0.21,2.13,0,0,1.74,0.02,0.44,2.15,0.23,0.0,9.24,5.9,19.75,10.8,9.41,3.78,0.19,0.32,2.68,2.17,42.17,24.84
23.5,10.83,6.14,8.83,3.29,3.44,8.67,4.31,4.11,5.86,5.11,7.63,unidentified,unidentified,away team stronger,0.1,0.0,0.12,0.0,0.02,0.23,0.0,0.28,0.04,0.04,0.04,0.05,13.49,5.19,5.7,6.2,0.22,0.25,0.32,0.13,0.47,0.45,9.34,5.95,unidentified,0.02,-0.1,0.12,-8.3,0.5,0,1,0.03,-0.19,0,1,0.1,0.04,0.35,0.09,0.02,0.32,16.16,7.26,7.06,4.71,4.79,5.87,0.05,0.08,0.57,0.53,25.74,9.58
